untyCntrctNo,bsnsDivNm,dcsnCntrctNo,cntrctRefNo,cntrctNm,cmmnCntrctYn,lngtrmCtnuDivNm,cntrctCnclsDate,cntrctPrd,baseLawNm,totCntrctAmt,thtmCntrctAmt,grntymnyRate,cntrctInfoUrl,payDivNm,reqNo,ntceNo,cntrctInsttCd,cntrctInsttNm,cntrctInsttJrsdctnDivNm,cntrctInsttChrgDeptNm,cntrctInsttOfclNm,cntrctInsttOfclTelNo,cntrctInsttOfclFaxNo,dminsttList,corpList,cntrctDtlInfoUrl,crdtrNm,baseDtls,cntrctCnclsMthdNm,rgstDt,chgDt,dfrcmpnstRt,pubPrcrmntClsfcNo,pubPrcrmntClsfcNm,pubPrcrmntMidClsfcNm,pubPrcrmntLrgClsfcNm,cntrctDate,infoBizYn,_source_endpoint,_business_type,dminsttNm,cntrctAmt
R26TE14086763,물품,R26TA0176587900,R26TA0176587900,고성능 워크스테이션 외 1건,N,신규,2026-04-17,계약일자로부터 80일,국가계약법 (제2조의2제1항1호),0,49392000,10,http://www.g2b.go.kr,직불,,R26BK01431403,B551479,국가보안기술연구소,기타기관,재무관리실,김상엽,042-870-4962,042-870-4747,[1^B551479^국가보안기술연구소^기타기관^재무관리실^김상엽^0428704962],[1^주계약업체^단독^주식회사 아이티존^김경일^대한민국^100^주식회사 아이티존^^3148155403],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01765879&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,국가보안기술연구소장,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-04-20 07:33:00,,0.075,,,,,2026-04-17,N,getCntrctInfoListThng,물품,국가보안기술연구소,49392000
R26TE14086772,물품,,R26TA0177144800,디지털 수도미터(계량기) 단말기 일체형 구입,N,신규,,,지방계약법 (제25조제1항8호다목),0,58268000,5,http://www.g2b.go.kr,직불,,,5020328,경상북도 포항시 맑은물사업본부,지방자치단체,상하수도행정과,하정임,054-270-5324,,[1^5020328^경상북도 포항시 맑은물사업본부^지방자치단체^상하수도행정과^하정임^0542705324],[1^주계약업체^단독^주식회사 쏜다^유갑상^대한민국^100^주식회사 쏜다^^1238131687],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01771448&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,포항시맑은물사업본부관리자,「조달사업에 관한 법률」 제27조제1항에 따른 혁신제품,수의계약,2026-04-20 07:39:30,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,경상북도 포항시 맑은물사업본부,58268000
R26TE14086776,물품,R26TA0164699201,R26TA0164699201,[변경]  2026년 4월 학교급식용 육류 구매,N,신규,2026-04-20,2026.04.01. ~ 2026.04.30.,지방계약법 (제25조제1항5호나목),0,3828460,5,http://www.g2b.go.kr,직불,,R26BK01396137,7240084,대구광역시교육청 대구혜화여자고등학교,기타기관,행정실,박원석,053-235-8007,053-754-5449,[1^7240084^대구광역시교육청 대구혜화여자고등학교^기타기관^행정실^박원석^0532358007],[1^주계약업체^단독^우솔 FD^배해식^대한민국^100^우솔 FD^^6039766553],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01646992&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대구혜화여자고등학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 07:41:56,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,대구광역시교육청 대구혜화여자고등학교,3828460
R26TE14086777,물품,R26TA0176808600,R26TA0176808600,"영천댐 상류2단계(용화,신방) 하수도정비사업 관급자재_펌프",N,신규,2026-04-17,2028/12/31,지방계약법 (제25조제1항6호나목),0,120000000,5,http://www.g2b.go.kr,대지급,R26DC00179930,R26BK01455817,1230137,조달청 대구지방조달청,국가기관,경영관리과,박가영,070-4056-7982,050-5480-1492,[1^5100032^경상북도 영천시 환경사업소^지방자치단체^수질행정담당^조하영^0543397551],[1^주계약업체^단독^주식회사 그린텍^이정곤^대한민국^100^주식회사 그린텍^^5088123281],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01768086&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대한민국정부대구지방조달청장,농공단지 입주공장 생산품,수의계약,2026-04-20 07:42:45,,0.08,,,,,2026-04-17,N,getCntrctInfoListThng,물품,경상북도 영천시 환경사업소,120000000
R26TE14086778,물품,R26TA0176384900,R26TA0176384900,빛고을국민안전체험관 체험시설 물품제작.설치,N,신규,2026-04-17,,지방계약법 (제7조의2제2항2호),0,190789500,5,http://www.g2b.go.kr,직불,,R26BK01450538,6291017,광주광역시 빛고을국민안전체험관,지방자치단체,체험지원과,정선미,062-606-4826,062-660-4819,[1^6291017^광주광역시 빛고을국민안전체험관^지방자치단체^체험지원과^정선미^0626064826],[1^주계약업체^단독^씨앤에스 주식회사^전재남^대한민국^100^씨앤에스 주식회사^^2068640619],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01763849&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,광주광역시 빛고을국민안전체험관장,"[판로지원법] 중기간경쟁제품 조합추천 지명경쟁, 공동사업",지명경쟁,2026-04-20 07:43:01,,0.08,,,,,2026-04-17,N,getCntrctInfoListThng,물품,광주광역시 빛고을국민안전체험관,190789500
R26TE14086779,물품,R26TA0175610700,R26TA0175610700,2026년 수남마을 관정 설치공사(수중펌프),N,신규,2026-04-20,,지방계약법 (제25조제1항5호나목),0,2185000,5,http://www.g2b.go.kr,직불,,,4751000,전북특별자치도 장수군,지방자치단체,,백성현,063-350-2229,063-350-5710,[1^4751000^전북특별자치도 장수군^지방자치단체^^백성현^0633502229],[1^주계약업체^단독^옥석워터테크^권옥경^대한민국^100^옥석워터테크^^4070655673],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01756107&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,장수군 재무관,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 07:43:19,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,전북특별자치도 장수군,2185000
R26TE14086782,물품,R26TA0175613900,R26TA0175613900,2026년 논의 밭작물 재배기반 정비사업(수중펌프),N,신규,2026-04-20,,지방계약법 (제25조제1항5호나목),0,2185000,5,http://www.g2b.go.kr,직불,,,4751000,전북특별자치도 장수군,지방자치단체,,백성현,063-350-2229,063-350-5710,[1^4751000^전북특별자치도 장수군^지방자치단체^^백성현^0633502229],[1^주계약업체^단독^옥석워터테크^권옥경^대한민국^100^옥석워터테크^^4070655673],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01756139&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,장수군 재무관,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 07:43:47,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,전북특별자치도 장수군,2185000
R26TE14086784,물품,,R26TA0177098300,환경관리원 근무복(하절기) 구입,N,신규,,2026.04.20.~2026.05.15.,지방계약법 (제25조제1항5호나목),0,18880000,5,http://www.g2b.go.kr,직불,,,3290000,부산광역시 부산진구,지방자치단체,재무과,한영경,051-605-4151,,[1^3290000^부산광역시 부산진구^지방자치단체^재무과^한영경^0516054151],[1^주계약업체^단독^비티기업^안선영^대한민국^100^비티기업^^2030921679],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01770983&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 부산진구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 07:45:28,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,부산광역시 부산진구,18880000
R26TE14086785,물품,R26TA0175632900,R26TA0175632900,터널 축전지 구입,N,신규,2026-04-20,,지방계약법 (제25조제1항5호나목),0,2508000,5,http://www.g2b.go.kr,직불,,,4751000,전북특별자치도 장수군,지방자치단체,,백성현,063-350-2229,063-350-5710,[1^4751000^전북특별자치도 장수군^지방자치단체^^백성현^0633502229],[1^주계약업체^단독^서연파워텍^제갈남^대한민국^100^서연파워텍^^2644100868],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01756329&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,장수군 재무관,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 07:45:34,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,전북특별자치도 장수군,2508000
R26TE14086787,물품,R26TA0175637500,R26TA0175637500,장수군 정보통신 UPS실 냉난방기 설치,N,신규,2026-04-20,,지방계약법 (제25조제1항5호나목),0,3667000,5,http://www.g2b.go.kr,직불,,,4751000,전북특별자치도 장수군,지방자치단체,,백성현,063-350-2229,063-350-5710,[1^4751000^전북특별자치도 장수군^지방자치단체^^백성현^0633502229],[1^주계약업체^단독^유한회사유진시스템공조^강문^대한민국^100^유한회사유진시스템공조^^4028166298],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01756375&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,장수군 재무관,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 07:47:56,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,전북특별자치도 장수군,3667000
R26TE14086788,물품,,R26TA0177145500,"(단가)완도 323함(300톤급, 상가수리) 선체 도장수리",N,신규,,26.4.15.~26.4.21.,국가계약법 (제21조제1항3호),0,10314000,10,http://www.g2b.go.kr,직불,,,1532883,해양경찰청 해양경찰정비창 해양경찰부산정비창,국가기관,기획운영과,김대성,051-419-2417,051-419-2318,[1^1532883^해양경찰청 해양경찰정비창 해양경찰부산정비창^국가기관^기획운영과^김대성^0514192417],[1^주계약업체^단독^수일종합환경 주식회사^서영완^대한민국^100^수일종합환경 주식회사^^6048139330],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01771455&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해양경찰부산정비창,"특수한설비,기술의보유및실적(물품제조)",제한경쟁,2026-04-20 07:48:14,,0.125,,,,,2026-04-15,N,getCntrctInfoListThng,물품,해양경찰청 해양경찰정비창 해양경찰부산정비창,10314000
R26TE14086793,물품,R26TA0175914600,R26TA0175914600,아산 하수관로 정비사업 2차분(9차) 관급자재-혼합골재,N,신규,2026-04-20,,지방계약법 (제25조제1항5호나목),0,20847750,5,http://www.g2b.go.kr,직불,,,4781000,전북특별자치도 고창군,지방자치단체,,강래신,063-560-2503,063-560-2509,[1^4781000^전북특별자치도 고창군^지방자치단체^^강래신^0635602503],[1^주계약업체^단독^(유)상두산업^권지은^대한민국^100^(유)상두산업^^4048109046],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01759146&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,전북특별자치도 고창군수,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 07:52:00,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,전북특별자치도 고창군,20847750
R26TE14086796,물품,,R26TA0176408900,화성예술의전당 하우스 운영인력(여) 하계 유니폼 구입,N,신규,,2025-05-12,지방계약법 (제25조제1항5호나목),0,6000000,5,http://www.g2b.go.kr,직불,,,B555302,재단법인 화성시문화관광재단,지자체 출자출연기관,재무회계팀,박양우,031-290-4688,031-8015-8100,[1^B555302^재단법인 화성시문화관광재단^지자체 출자출연기관^재무회계팀^박양우^0312904688],[1^주계약업체^단독^주식회사 라린느^문윤형^대한민국^100^주식회사 라린느^^1208820142],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01764089&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,재단법인 화성시문화관광재단 대표이사,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 07:54:31,,0.08,,,,,2026-04-22,N,getCntrctInfoListThng,물품,재단법인 화성시문화관광재단,6000000
R26TE14086798,물품,,R26TA0177146100,"(단가)울진 308함(300톤급, 상가수리) 선체 도장수리",N,신규,,26.4.8.~26.4.20.,국가계약법 (제21조제1항3호),0,30733000,10,http://www.g2b.go.kr,직불,,,1532883,해양경찰청 해양경찰정비창 해양경찰부산정비창,국가기관,기획운영과,김대성,051-419-2417,051-419-2318,[1^1532883^해양경찰청 해양경찰정비창 해양경찰부산정비창^국가기관^기획운영과^김대성^0514192417],[1^주계약업체^단독^수일종합환경 주식회사^서영완^대한민국^100^수일종합환경 주식회사^^6048139330],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01771461&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해양경찰부산정비창,"특수한설비,기술의보유및실적(물품제조)",제한경쟁,2026-04-20 07:55:03,,0.125,,,,,2026-04-08,N,getCntrctInfoListThng,물품,해양경찰청 해양경찰정비창 해양경찰부산정비창,30733000
R26TE14086806,물품,,32213002409,조명제어장치외 1종,N,신규,,,국가계약법 (제21조제1항8호),3078500000,3078500000,10,http://www.g2b.go.kr,대지급,,20160237767,1230145,조달청 강원지방조달청,국가기관,경영관리과,김종진,070-4056-8443,050-5480-1633,[1^ZZ99999^각 수요기관^기타기관^x^이관데이터^],[1^주계약업체^단독^주식회사 성운^최진용^대한민국^100^주식회사 성운^^7868600622],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=322130024_1&ctrtChgOrd=09&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대한민국정부강원지방조달청장,중소기업청장이 지정.고시한 제품,제한경쟁,2026-04-20 07:59:07,,0.075,,,,,2026-04-20,N,getCntrctInfoListThng,물품,각 수요기관,3078500000
R26TE14086807,물품,,R26TA0177114000,다운라이트설비외 5종,N,신규,,,국가계약법 (제21조제1항8호),1708900000,1708900000,10,http://www.g2b.go.kr,대지급,,R25BK01121603,1230145,조달청 강원지방조달청,국가기관,경영관리과,김종진,070-4056-8443,050-5480-1633,[1^ZZ99999^각 수요기관^기타기관^x^이관데이터^],[1^주계약업체^단독^(주)세인^김성철^대한민국^100^(주)세인^^2278114660],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01771140&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대한민국정부강원지방조달청장,중소기업청장이 지정.고시한 제품,제한경쟁,2026-04-20 07:59:20,,0.075,,,,,2026-04-20,N,getCntrctInfoListThng,물품,각 수요기관,1708900000
R26TE14086818,물품,,R26TA0177146300,"(단가)사천 P-53정(50톤급, 상가수리) 선체 도장수리",N,신규,,26.4.9.~26.4.17.,국가계약법 (제21조제1항3호),0,9928000,10,http://www.g2b.go.kr,직불,,,1532883,해양경찰청 해양경찰정비창 해양경찰부산정비창,국가기관,기획운영과,김대성,051-419-2417,051-419-2318,[1^1532883^해양경찰청 해양경찰정비창 해양경찰부산정비창^국가기관^기획운영과^김대성^0514192417],[1^주계약업체^단독^수일종합환경 주식회사^서영완^대한민국^100^수일종합환경 주식회사^^6048139330],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01771463&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해양경찰부산정비창,"특수한설비,기술의보유및실적(물품제조)",제한경쟁,2026-04-20 08:02:54,,0.125,,,,,2026-04-09,N,getCntrctInfoListThng,물품,해양경찰청 해양경찰정비창 해양경찰부산정비창,9928000
R26TE14086838,물품,R26TA0134123101,R26TA0134123101,건설사업2부「관급자재(수영장타일)구매[(가칭)매송 주민편익시설 건립사업]」,N,신규,2026-04-20,계약일로부터~2026.5.20.,지방계약법 (제25조제1항5호나목),0,10450000,10,http://www.g2b.go.kr,직불,,,Z016740,화성도시공사,지방공기업,계약부,이경민,,,[1^Z016740^화성도시공사^지방공기업^계약부^이경민^],[1^주계약업체^단독^우주산업건설 주식회사^강주형^대한민국^100^우주산업건설 주식회사^^1148168972],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01341231&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,화성도시공사사장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 08:07:33,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,화성도시공사,10450000
R26TE14086843,물품,R26TA0175222400,R26TA0175222400,2026년 유스팀 하계용품 구매,N,신규,2026-04-14,2026. 4 .14. ~ 2026. 5. 29.,지방계약법 (제25조제1항4호자목),0,53442000,5,http://www.g2b.go.kr,직불,,,Z030931,재단법인 안양시민프로축구단,기타기관,행정지원팀,황다나,031-476-3200,031-476-2020,[1^Z030931^재단법인 안양시민프로축구단^기타기관^행정지원팀^황다나^0314763200],[1^주계약업체^단독^주식회사 브이엑스^이정규^대한민국^100^주식회사 브이엑스^^8818703106],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01752224&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,재단법인 안양시민프로축구단장,"특정인,조사 또는 디자인공모자와설계용역",수의계약,2026-04-20 08:09:06,,0.08,,,,,2026-04-14,N,getCntrctInfoListThng,물품,재단법인 안양시민프로축구단,53442000
